No,Project_name,Municipality,Sector,Currency,Budget,YearStart,YearEnd,Funding_Donor,Implementing_Partner,Status,SDG_Alignment,NSDP_Alignment,duration_years,project_status,budget_clean,unit_of_analysis,activity_group,beneficiary_data_available,budget_normalized,derived_status,level_areas
73,"Construction of National Roads, Lautem - Com",Lautem,Infrastructure,USD,500000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,5000000.0,Activity record,,False,True,True,Municipality
105,Polytechnic College for Service Industry and Tourism Lospalos,Lautem,Infrastructure,USD,150000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1500000.0,Activity record,,False,True,True,Municipality
96,Solid Waste Management : Landfill Design-Build-Remediate Ope,Liquica,Infrastructure,USD,2100000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,21000000.0,Activity record,,False,True,True,Municipality
670,District Roads Rehabilitation and Maintenance Project in Timor-Leste,Liquica,Infrastructure,USD,23826021.0,2023,2025.0,EU,ADB,Completed,5. Job & Social Protection,2. Infrastructure Development,,,238260210.0,Activity record,,False,True,True,Municipality
69,Road Network Upgrading Project (RNUP) for Manatuto - Lacluba,Manatuto,Infrastructure,USD,403642.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,4036420.0,Activity record,,False,True,True,Municipality
74,"New construction of SSM, Manatuto Municipality",Manatuto,Infrastructure,USD,100000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,1000000.0,Activity record,,False,True,True,Municipality
95,Consulting Services for Municipal Spatial Planning of Municipality of Manufahi,Manufahi,Infrastructure,USD,100000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,,,1000000.0,Activity record,,False,True,True,Municipality
52,Safeguarding Rural Communities and Their Physical Assets From Climate-Induced Disaster in Timor-Leste,Timor-Leste,Infrastructure,USD,26051809.0,2023,2026.0,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,260518090.0,Activity record,,False,True,True,National
53,Safeguarding Rural Communities and Their Physical Assets From Climate-Induced Disaster in Timor-Leste,Timor-Leste,Infrastructure,USD,26051809.0,2023,2026.0,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,260518090.0,Activity record,,False,True,True,National
59,Major Manutensaun Torre MF Aitarak Laran,Timor-Leste,Infrastructure,USD,1000000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,10000000.0,Activity record,,False,True,True,National
100,Construction of INAP Training Center,Timor-Leste,Infrastructure,USD,489000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,4890000.0,Activity record,,False,True,True,National
101,"Construction of Wall, Water Supply and Electricity",Timor-Leste,Infrastructure,USD,51228.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,512280.0,Activity record,,False,True,True,National
102,Construction of New School in Baucau,Timor-Leste,Infrastructure,USD,262008.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,,,2620080.0,Activity record,,False,True,True,National
103,Construction of the New Education Building in Lospalos,Timor-Leste,Infrastructure,USD,250000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,2500000.0,Activity record,,False,True,True,National
111,PARTISIPA: Partnership to Strengthen Village Development and Municipal Administration,Timor-Leste,Infrastructure,USD,71680000.0,2023,2030.0,DFAT,Not identified,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,716800000.0,Activity record,,False,True,True,National
179,Construction of the Geosciences Laboratory for Development,Timor-Leste,Infrastructure,USD,500000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,5000000.0,Activity record,,False,True,True,National
683,Safeguarding Rural Communities and Their Physical Assets From Climate-Induced Disaster in Timor-Leste,Timor-Leste,Infrastructure,USD,26051809.0,2023,2026.0,"GCF, Gov TL, UNDP",UNDP,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,260518090.0,Activity record,,False,True,True,National
91,Construction of New  Warehouse for Medical Equipment,Viqueque,Infrastructure,USD,400000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,4000000.0,Activity record,,False,True,True,Municipality
535,"Roads and Bridges - Maintenance, repair of roads bridges, drainage systems; Human Resources Management; Parks, Gardens and public cemeteries; Parking	",Viqueque,Infrastructure,USD,186249.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1862490.0,Activity record,,False,True,True,Municipality
9,Construction of new roads,Atauro,Infrastructure,USD,48750.0,2024,2024.0,GovTL,GovTL,Completed,5. Job & social protection,2. Infrastructure development,,,487500.0,Activity record,,False,True,True,Municipality
22,TOMAK (Toos ba Moris Diak) Farming for Prosperity,Atauro,Infrastructure,USD,55694.8,2023,2024.0,Gov TL - Infrastructure Fund,GovTL,Completed,5. Job & social protection,2. Infrastructure development,,,556948.0,Activity record,,False,True,True,Municipality
1,Construction of new road  and water reservation tanks,Atauro,Infrastructure & Sanitation,USD,34689.12,2025,2025.0,GovTL,GovTL,Completed,5. Job & social protection,2. Infrastructure development,,,3468912.0,Activity record,,False,True,True,Municipality
7,Construction of new hospital budilings,Atauro,Infrastructure & Sanitation,USD,53250.0,2024,,GovTL,GovTL,Ongoing - Active,5. Job & social protection,2. Infrastructure development,,,532500.0,Activity record,,False,True,True,Municipality
305,Municipal Services for Social Action,Aileu,Institutional Development,USD,108914.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,1089140.0,Activity record,,False,True,True,Municipality
307,Municipal Planning Agency,Aileu,Institutional Development,USD,26400.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,1. Social Capital,,,264000.0,Activity record,,False,True,True,Municipality
308,Municipal Inspection Agency,Aileu,Institutional Development,USD,3000.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,1. Social Capital,,,30000.0,Activity record,,False,True,True,Municipality
309,Municipal Heritage and Logistics Service,Aileu,Institutional Development,USD,225134.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",1. Social Capital,,,2251340.0,Activity record,,False,True,True,Municipality
318,Institutional Functioning,Aileu,Institutional Development,USD,882461.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,8824610.0,Activity record,,False,True,True,Municipality
319,Institutional Development,Aileu,Institutional Development,USD,1409632.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,14096320.0,Activity record,,False,True,True,Municipality
331,Institutional Functioning and Development,Ainaro,Institutional Development,USD,1527438.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,15274380.0,Activity record,,False,True,True,Municipality
332,Municipal Health Services,Ainaro,Institutional Development,USD,331447.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,3314470.0,Activity record,,False,True,True,Municipality
393,Municipal Heritage and Logistics Service - Asset management and Logistics,Bobonaro,Institutional Development,USD,659198.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,6591980.0,Activity record,,False,True,True,Municipality
420,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Dili,Institutional Development,USD,1096148.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,10961480.0,Activity record,,False,True,True,Municipality
421,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Dili,Institutional Development,USD,1909295.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,19092950.0,Activity record,,False,True,True,Municipality
477,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Liquica,Institutional Development,USD,728839.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,7288390.0,Activity record,,False,True,True,Municipality
478,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Liquica,Institutional Development,USD,1520714.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,15207140.0,Activity record,,False,True,True,Municipality
496,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Manatuto,Institutional Development,USD,3135458.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,31354580.0,Activity record,,False,True,True,Municipality
556,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance; Procurement,Oecusse,Institutional Development,USD,20765789.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,207657890.0,Activity record,,False,True,True,Municipality
559,Public Human Resources Capaticy - Non gradual education,Oecusse,Institutional Development,USD,29480.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,294800.0,Activity record,,False,True,True,Municipality
539,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Viqueque,Institutional Development,USD,2258223.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,22582230.0,Activity record,,False,True,True,Municipality
234,"Public Administration, Municipality of Aileu",Aileu,Local Development,USD,918902.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,9189020.0,Activity record,,False,True,True,Municipality
301,Municipal Services of Notary and Cadastral Registers,Aileu,Local Development,USD,47446.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,474460.0,Activity record,,False,True,True,Municipality
303,Municipal Food Security Services,Aileu,Local Development,USD,62407.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,624070.0,Activity record,,False,True,True,Municipality
311,Municipal Service Support for NGOs and Community Organizations,Aileu,Local Development,USD,856461.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,8564610.0,Activity record,,False,True,True,Municipality
235,"Public Administration, municipality of Ainaro",Ainaro,Local Development,USD,629224.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,6292240.0,Activity record,,False,True,True,Municipality
348,Municipal Planning Agency - Institutional Functioning and Development,Ainaro,Local Development,USD,11520.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,115200.0,Activity record,,False,True,True,Municipality
349,Municipal Inspection Agency - Inspection supervision and audit,Ainaro,Local Development,USD,30813.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,308130.0,Activity record,,False,True,True,Municipality
350,Municipal Secretariat for Administration and Human Resources - Human Resource Management,Ainaro,Local Development,USD,5000.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,50000.0,Activity record,,False,True,True,Municipality
351,Municipal Heritage and Logistics Service - Asset management and Logistics,Ainaro,Local Development,USD,155173.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,1551730.0,Activity record,,False,True,True,Municipality
354,Municipal Services Support to NGOs and Community Organizations - Strengthen the functioning of Suco administration; Subsidies for community leaders,Ainaro,Local Development,USD,682156.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,6821560.0,Activity record,,False,True,True,Municipality
242,Atauro Administrative Authority,Atauro,Local Development,USD,216807.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,2168070.0,Activity record,,False,True,True,Municipality
215,The National Program for Village Development  PNDS  Management,Baucau,Local Development,USD,2432412.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,2. Infrastructure Development,,,24324120.0,Activity record,,False,True,True,Municipality
220,Strengthen the Functioning of Suco Administration,Baucau,Local Development,USD,1094971.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,10949710.0,Activity record,,False,True,True,Municipality
221,Subsidies for Community Leaders,Baucau,Local Development,USD,1075470.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,10754700.0,Activity record,,False,True,True,Municipality
230,"Municipality Authority, Baucau",Baucau,Local Development,USD,2432412.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,24324120.0,Activity record,,False,True,True,Municipality
360,Access to Justice - Cadastral Services; Registration and Notary Services,Baucau,Local Development,USD,49358.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,,493580.0,Activity record,,False,True,True,Municipality
361,Institutional Development and Functioning - Subsidies for community leaders; Strengthen the functioning of Suco administration,Baucau,Local Development,USD,1767891.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,1. Social Capital,,,17678910.0,Activity record,,False,True,True,Municipality
362,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Baucau,Local Development,USD,1721575.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,17215750.0,Activity record,,False,True,True,Municipality
